initT_pop,0.70662,0.04320,-0.00031,-0.00561,-0.45813,0.45248,0.43199,-0.00315,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
aS_pop,0.04320,2.23401,0.00076,-0.04402,-0.03169,0.01708,-0.03561,-0.00833,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
dS_pop,-0.00031,0.00076,0.00000,0.00005,0.00029,-0.00032,-0.00031,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
lBt0_pop,-0.00561,-0.04402,0.00005,0.00303,0.00556,-0.00559,-0.00435,0.00078,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
lk_pop,-0.45813,-0.03169,0.00029,0.00556,1.08724,-0.99131,-1.02274,0.01584,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
lae_pop,0.45248,0.01708,-0.00032,-0.00559,-0.99131,0.93878,0.93852,-0.01391,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
lw_pop,0.43199,-0.03561,-0.00031,-0.00435,-1.02274,0.93852,0.97669,-0.01455,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
dE_pop,-0.00315,-0.00833,0.00002,0.00078,0.01584,-0.01391,-0.01455,0.00178,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
omega_initT,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.22332,-0.00557,-0.01034,0.00544,-0.00254,0.02361,0.00208,0.00072,-0.00141,0.00029
omega_aS,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00557,0.07736,-0.01420,-0.01844,0.00053,-0.00567,0.00011,0.00184,0.00052,-0.00014
omega_dS,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01034,-0.01420,0.02062,-0.00946,0.00005,-0.00516,-0.00027,0.00179,0.00050,-0.00010
omega_lBt0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00544,-0.01844,-0.00946,0.01396,-0.00004,0.00352,-0.00002,-0.00218,-0.00052,0.00011
omega_lk,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00254,0.00053,0.00005,-0.00004,0.02337,-0.01376,-0.01162,-0.00042,0.00016,-0.00004
omega_lae,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02361,-0.00567,-0.00516,0.00352,-0.01376,0.12596,0.00132,0.00070,-0.00124,0.00027
omega_lw,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00208,0.00011,-0.00027,-0.00002,-0.01162,0.00132,0.01593,-0.00010,-0.00007,0.00001
omega_dE,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00072,0.00184,0.00179,-0.00218,-0.00042,0.00070,-0.00010,0.02714,0.00013,-0.00005
a,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00141,0.00052,0.00050,-0.00052,0.00016,-0.00124,-0.00007,0.00013,0.00601,-0.00117
b,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00029,-0.00014,-0.00010,0.00011,-0.00004,0.00027,0.00001,-0.00005,-0.00117,0.00024
