initT_pop,1.95869,0.04535,-0.00001,-0.01368,0.07254,-0.00173,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
aS_pop,0.04535,0.04409,0.00001,-0.01259,0.04360,-0.00229,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
dS_pop,-0.00001,0.00001,0.00000,0.00001,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
lBt0_pop,-0.01368,-0.01259,0.00001,0.01204,-0.01294,0.00069,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
dI_pop,0.07254,0.04360,0.00000,-0.01294,0.06070,-0.00305,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
n_pop,-0.00173,-0.00229,-0.00000,0.00069,-0.00305,0.00018,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
omega_initT,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.04066,-0.00749,0.00031,-0.00987,-0.00081,-0.00004,-0.00016,-0.00502,-0.00550,-0.00011,-0.00012
omega_aS,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00749,0.01403,-0.00676,0.00108,-0.00077,0.00079,-0.00058,0.00817,-0.00058,0.00396,-0.00007
corr_dI_aS,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00031,-0.00676,0.01607,-0.01297,0.00043,-0.00110,0.00030,0.00281,-0.00046,0.00087,0.00003
corr_n_aS,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00987,0.00108,-0.01297,0.02643,0.00036,0.00058,0.00011,-0.00883,0.00710,-0.00705,-0.00003
omega_dS,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00081,-0.00077,0.00043,0.00036,0.03076,0.00026,0.01225,-0.00095,0.00014,-0.00081,-0.00005
corr_lBt0_dS,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00004,0.00079,-0.00110,0.00058,0.00026,0.00010,0.00010,0.00009,-0.00002,0.00008,-0.00000
omega_lBt0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00016,-0.00058,0.00030,0.00011,0.01225,0.00010,0.00512,-0.00044,0.00007,-0.00036,-0.00002
omega_dI,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00502,0.00817,0.00281,-0.00883,-0.00095,0.00009,-0.00044,0.01180,-0.00232,0.00713,-0.00008
corr_n_dI,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00550,-0.00058,-0.00046,0.00710,0.00014,-0.00002,0.00007,-0.00232,0.00397,-0.00338,-0.00003
omega_n,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00011,0.00396,0.00087,-0.00705,-0.00081,0.00008,-0.00036,0.00713,-0.00338,0.00877,-0.00003
a,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00012,-0.00007,0.00003,-0.00003,-0.00005,-0.00000,-0.00002,-0.00008,-0.00003,-0.00003,0.00012
